;predicate;formula;frequency;closest_solution;solution_distance
404;this/weaklyConnected;(all ref0:(one Node),ref1:(one Node)|((ref1 in (ref0 . (^ (Node <: adj)))) || (ref1 in (ref0 . (^ (~ (Node <: adj)))))));1;((all ref0:(one Node)|(Node in (ref0 . (^ ((Node <: adj) + (~ (Node <: adj))))))) || (one Node));15
405;this/oriented;(all ref0:(one Node),ref1:(one Node)|(((ref0 -> ref1) in (Node <: adj)) => ((ref1 -> ref0) in (Node <: adj))));1;(all ref0:(one Node),ref1:(one Node)|(((ref0 -> ref1) in (Node <: adj)) => (! ((ref1 -> ref0) in (Node <: adj)))));5
406;this/undirected;(no ((Node <: adj) + (Node <: adj)));1;(no ((Node <: adj) - (~ (Node <: adj))));3
407;this/complete;(all ref0:(one Node)|(((ref0 . (Node <: adj)) - ref0) = (Node - ref0)));1;(all ref0:(one Node)|((ref0 . (Node <: adj)) = Node));6
408;this/undirected;(all ref0:(one Node)|(some ref1:(one (ref0 . (Node <: adj)))|((ref0 in (ref1 . (Node <: adj))) && ((ref1 . (Node <: adj)) in ref0))));1;(all ref0:(one Node),ref1:(one Node)|((ref0 in (ref1 . (Node <: adj))) => (ref1 in (ref0 . (Node <: adj)))));10
409;this/weaklyConnected;(all ref0:(one Node)|(Node in (((* (^ (Node <: adj))) . ref0) + (ref0 . (* (Node <: adj))))));1;(all ref0:(one Node)|(Node in (ref0 + (ref0 . (* ((Node <: adj) + (~ (Node <: adj))))))));9
410;this/complete;(all ref0:(one Node)|((! ((ref0 -> ref0) in (Node <: adj))) && (ref0 in (ref0 . (^ (Node <: adj))))));1;(all ref0:(one Node)|(((ref0 . (Node <: adj)) in Node) && (Node in (ref0 . (Node <: adj)))));10
411;this/weaklyConnected;(all ref0:(one Node)|((ref0 . ((Node <: adj) + (~ (Node <: adj)))) in Node));1;(all ref0:(one Node)|(Node in (ref0 . (* ((Node <: adj) + (~ (Node <: adj)))))));5
412;this/noLoops;(all ref0:(one Node)|(no (ref0 . (* (Node <: adj)))));1;(no ((Node <: adj) & iden));6
413;this/acyclic;(no ref0:(one Node)|(Node in (ref0 . (Node <: adj))));1;(no ref0:(one Node)|(ref0 in (ref0 . (^ (Node <: adj)))));5
414;this/stonglyConnected;(all ref0:(one Node),ref1:(one Node)|(ref1 in ((ref0 . (^ (Node <: adj))) - ref0)));1;(all ref0:(one Node),ref1:(one Node)|(ref1 in (ref0 . (* (Node <: adj)))));8
415;this/weaklyConnected;(all ref0:(one Node)|((ref0 . ((Node <: adj) + (~ (Node <: adj)))) in (Node - ref0)));1;(all ref0:(one Node)|(Node in (ref0 . (* ((Node <: adj) + (~ (Node <: adj)))))));7
416;this/undirected;(all ref0:(one Node),ref1:(one (ref0 . (Node <: adj)))|((ref0 in (ref1 . (Node <: adj))) && ((ref1 . (Node <: adj)) in ref0)));1;(all ref0:(one Node),ref1:(one Node)|((ref0 in (ref1 . (Node <: adj))) => (ref1 in (ref0 . (Node <: adj)))));10
417;this/weaklyConnected;(all ref0:(one Node)|((Node - ref0) in ((ref0 . (^ (Node <: adj))) - ref0)));1;(all ref0:(one Node)|((Node - ref0) in (ref0 . (^ ((Node <: adj) + (~ (Node <: adj)))))));7
418;this/acyclic;(no ref0:(one Node)|(Node in (ref0 . (* (Node <: adj)))));1;(no ref0:(one Node)|(ref0 in (ref0 . (^ (Node <: adj)))));6
419;this/noLoops;(all ref0:(one Node),ref1:(one Node),ref2:(one Node)|(((ref0 -> ref1) in (Node <: adj)) => (! ((ref1 -> ref0) in (Node <: adj)))));1;(all ref0:(one Node)|(! ((ref0 -> ref0) in (Node <: adj))));12
420;this/undirected;(no ((Node <: adj) - (Node <: adj)));1;(no ((Node <: adj) - (~ (Node <: adj))));1
421;this/complete;((all ref0:(one Node)|((ref0 . (Node <: adj)) = (Node - ref0))) && (all ref1:(one Node),ref2:(one Node)|((! disj[ref1,ref2]) || (ref1 in ((Node <: adj) . ref2)))));1;((all ref0:(one Node)|((ref0 . (Node <: adj)) = Node)) && (all ref1:(one Node),ref2:(one Node)|((! disj[ref1,ref2]) || (ref1 in ((Node <: adj) . ref2)))));8
422;this/weaklyConnected;(all ref0:(one Node)|(Node in (((^ (~ (Node <: adj))) . ref0) + (ref0 . (* (Node <: adj))))));1;(all ref0:(one Node)|(Node in (ref0 + (ref0 . (* ((Node <: adj) + (~ (Node <: adj))))))));9
423;this/weaklyConnected;(all ref0:(one Node)|((ref0 . (^ ((Node <: adj) + (~ (Node <: adj))))) in Node));1;(all ref0:(one Node)|((ref0 + (ref0 . (^ ((Node <: adj) + (~ (Node <: adj)))))) = Node));6
424;this/complete;(all ref0:(one Node)|((# (ref0 . (Node <: adj))) = (# (Node - ref0))));1;(all ref0:(one Node)|((ref0 . (Node <: adj)) = Node));6
425;this/weaklyConnected;(all ref0:(one Node)|(Node in (ref0 . ((* (Node <: adj)) + (~ (Node <: adj))))));1;(all ref0:(one Node)|(Node in (ref0 . (* ((Node <: adj) + (~ (Node <: adj)))))));4
426;this/undirected;(all ref0:(one Node),ref1:(one (ref0 . (Node <: adj)))|((# ((ref0 -> (ref1 . (Node <: adj))) + ((ref1 . (Node <: adj)) -> ref0))) = 2));1;((Node <: adj) = (~ (Node <: adj)));14
427;this/acyclic;(no ref0:(one Node)|(Node in (ref0 . (^ (Node <: adj)))));1;(no ref0:(one Node)|(ref0 in (ref0 . (^ (Node <: adj)))));4
428;this/weaklyConnected;(all ref0:(one Node)|(Node in (((^ (* (Node <: adj))) . ref0) + (ref0 . (* (Node <: adj))))));1;(all ref0:(one Node)|(Node in (ref0 + (ref0 . (* ((Node <: adj) + (~ (Node <: adj))))))));9
429;this/complete;(all ref0:(one Node),ref1:(one Node)|((! disj[ref0,ref1]) || (ref1 in (ref0 . (Node <: adj)))));1;(all ref0:(one Node),ref1:(one Node)|(ref1 in (ref0 . (Node <: adj))));9
430;this/complete;(all ref0:(one Node)|((ref0 in (ref0 . (^ (Node <: adj)))) => (ref0 in (ref0 . (^ (Node <: adj))))));1;(all ref0:(one Node)|(((ref0 . (Node <: adj)) in Node) && (Node in (ref0 . (Node <: adj)))));10
431;this/stonglyConnected;(all ref0:(one Node),ref1:(one Node)|((ref0 + ref1) in (ref0 . (^ (Node <: adj)))));1;(all ref0:(one Node)|(Node in (ref0 + (ref0 . (^ (Node <: adj))))));7
432;this/complete;(all ref0:(one Node),ref1:(one Node)|((ref0 in (ref0 . (^ (Node <: adj)))) => ((ref0 -> ref1) in (Node <: adj))));1;(all ref0:(one Node),ref1:(one Node)|((ref0 -> ref1) in (Node <: adj)));11
433;this/stonglyConnected;(all ref0:(one Node)|(((ref0 . (^ (Node <: adj))) = Node) && (some (Node <: adj))));1;(all ref0:(one Node)|((ref0 . (* (Node <: adj))) = Node));7
434;this/weaklyConnected;((one Node) || (Node = ((Node . (^ (Node <: adj))) + (Node . (^ (~ (Node <: adj)))))));1;((Node -> Node) in (* ((Node <: adj) + (~ (Node <: adj)))));12
435;this/stonglyConnected;(all ref0:(one Node)|(Node in ((ref0 . (* (Node <: adj))) + (ref0 . (^ (~ (Node <: adj)))))));1;(all ref0:(one Node)|(Node in (ref0 + (ref0 . (^ (Node <: adj))))));6
436;this/stonglyConnected;(all ref0:(one Node)|(((ref0 . (^ (Node <: adj))) = Node) && (some (ref0 . (Node <: adj)))));1;(all ref0:(one Node)|((ref0 . (* (Node <: adj))) = Node));9
437;this/stonglyConnected;(all ref0:(one Node),ref1:(one Node)|(ref0 in (ref1 . (^ (Node <: adj)))));1;(all ref0:(one Node),ref1:(one Node)|(ref0 in (ref1 . (* (Node <: adj)))));6
438;this/oriented;((Node <: adj) !in ((Node <: adj) & (~ (Node <: adj))));1;(no ((Node <: adj) & (~ (Node <: adj))));3
439;this/acyclic;(all ref0:(one Node)|(no (ref0 & (ref0 . (Node <: adj)))));1;(all ref0:(one Node)|(no (ref0 & (ref0 . (^ (Node <: adj))))));3
440;this/stonglyConnected;((one Node) || (Node = (Node . (^ (Node <: adj)))));1;(all ref0:(one Node)|((one Node) || (Node in (ref0 . (^ (Node <: adj))))));5
441;this/noLoops;(iden !in (^ (Node <: adj)));1;(graph/noSelfLoops[(Node <: adj)]);5
442;this/weaklyConnected;(all ref0:(one Node)|(Node in ((((^ (~ (Node <: adj))) . ref0) + (ref0 . (^ (Node <: adj)))) + ref0)));1;(all ref0:(one Node)|(Node in (ref0 + (ref0 . (^ ((Node <: adj) + (~ (Node <: adj))))))));11
443;this/undirected;(all ref0:(one Node)|(((ref0 . (Node <: adj)) . (Node <: adj)) in ref0));1;(all ref0:(one Node)|((ref0 . (Node <: adj)) in ((Node <: adj) . ref0)));4
444;this/weaklyConnected;(all ref0:(one Node),ref1:(one Node)|((ref0 in (ref1 . (^ ((Node <: adj) + (~ (Node <: adj)))))) || (ref1 in (ref0 . (^ ((Node <: adj) + (~ (Node <: adj))))))));1;((all ref0:(one Node)|(Node in (ref0 . (^ ((Node <: adj) + (~ (Node <: adj))))))) || (one Node));16
445;this/weaklyConnected;(all ref0:(one Node)|(Node in (ref0 . (^ (~ (Node <: adj))))));1;(all ref0:(one Node)|(Node in (ref0 + (ref0 . (^ ((Node <: adj) + (~ (Node <: adj))))))));6
446;this/complete;(no ((Node <: adj) & (^ (Node <: adj))));1;((Node <: adj) = (Node -> Node));8
447;this/complete;(no ((Node <: adj) & (* (Node <: adj))));1;((Node <: adj) = (Node -> Node));8
448;this/undirected;(all ref0:(one Node),ref1:(one Node)|((! disj[ref0,ref1]) || (((ref0 . (Node <: adj)) in ref1) <=> ((ref1 . (Node <: adj)) in ref0))));1;(all ref0:(one Node),ref1:(one Node)|((! disj[ref0,ref1]) || ((ref1 in (ref0 . (Node <: adj))) => (ref0 in (ref1 . (Node <: adj))))));10
449;this/oriented;(all ref0:(one Node)|(ref0 !in (ref0 . (Node <: adj))));1;(all ref0:(one Node)|(ref0 !in ((ref0 . (Node <: adj)) . (Node <: adj))));4
450;this/noLoops;(no ((~ (Node <: adj)) . (Node <: adj)));1;(no ((Node <: adj) & iden));5
451;this/complete;(no ((Node <: adj) & (~ (Node <: adj))));1;((Node <: adj) = (Node -> Node));8
452;this/complete;(no ((Node <: adj) + (~ (Node <: adj))));1;((Node <: adj) = (Node -> Node));8
453;this/complete;(all ref0:(one Node)|(no (ref0 + (ref0 . (~ (Node <: adj))))));1;(no ref0:(one Node)|(Node !in (ref0 . (Node <: adj))));8
454;this/weaklyConnected;(all ref0:(one Node),ref1:(one Node)|((ref0 + ref1) = ((ref0 . (^ (Node <: adj))) + (ref1 . (^ (Node <: adj))))));1;(all ref0:(one Node)|((ref0 + (ref0 . (^ ((Node <: adj) + (~ (Node <: adj)))))) = Node));15
455;this/undirected;(no ((Node <: adj) & (~ (* (Node <: adj)))));1;(no ((Node <: adj) - (~ (Node <: adj))));3
456;this/weaklyConnected;(all ref0:(one Node)|((ref0 + (ref0 . (Node <: adj))) = Node));1;(all ref0:(one Node)|((ref0 + (ref0 . (^ ((Node <: adj) + (~ (Node <: adj)))))) = Node));6
457;this/undirected;(iden in ((~ (Node <: adj)) . (Node <: adj)));1;((Node <: adj) in (~ (Node <: adj)));4
458;this/weaklyConnected;(all ref0:(one Node),ref1:(one Node)|(((ref0 . (^ (Node <: adj))) + (ref1 . (^ (Node <: adj)))) = Node));1;(all ref0:(one Node)|((ref0 + (ref0 . (^ ((Node <: adj) + (~ (Node <: adj)))))) = Node));11
459;this/weaklyConnected;(all ref0:(one Node)|(Node in (ref0 + (ref0 . (Node <: adj)))));1;(all ref0:(one Node)|(Node in (ref0 + (ref0 . (^ ((Node <: adj) + (~ (Node <: adj))))))));6
460;this/oriented;(all ref0:(one Node),ref1:(one Node)|((ref0 in (ref1 . (Node <: adj))) <=> (ref1 !in (ref0 . (Node <: adj)))));1;(all ref0:(one Node),ref1:(one Node)|((ref0 in (ref1 . (Node <: adj))) => (ref1 !in (ref0 . (Node <: adj)))));6
461;this/weaklyConnected;((Node -> Node) in (^ ((Node <: adj) & (~ (Node <: adj)))));1;(((Node -> Node) - iden) in (^ ((Node <: adj) + (~ (Node <: adj)))));4
462;this/undirected;(no ((Node <: adj) . (~ (Node <: adj))));1;(no ((Node <: adj) - (~ (Node <: adj))));2
463;this/weaklyConnected;(((Node -> Node) - iden) in (^ ((Node <: adj) & (~ (Node <: adj)))));1;(((Node -> Node) - iden) in (^ ((Node <: adj) + (~ (Node <: adj)))));2
464;this/complete;(all ref0:(one Node)|((ref0 . (Node <: adj)) = (ref0 . (~ (Node <: adj)))));1;(all ref0:(one Node)|((ref0 . (Node <: adj)) = Node));7
465;this/oriented;(((Node <: adj) . Node) != (Node . (Node <: adj)));1;(no ((Node <: adj) & (~ (Node <: adj))));8
466;this/weaklyConnected;(all ref0:(one Node),ref1:(one Node)|(((ref0 -> ref1) in (Node <: adj)) => ((ref1 -> ref0) in (Node <: adj))));1;(graph/weaklyConnected[(Node <: adj)]);14
467;this/weaklyConnected;(all ref0:(one Node)|(Node in (((^ (~ (Node <: adj))) . ref0) + (ref0 + (ref0 . (^ (Node <: adj)))))));1;(all ref0:(one Node)|(Node in (ref0 + (ref0 . (^ ((Node <: adj) + (~ (Node <: adj))))))));11
468;this/oriented;(no ((Node <: adj) . (Node <: adj)));1;(no (((Node <: adj) . (Node <: adj)) & iden));2
469;this/complete;((all ref0:(one Node)|((ref0 . (Node <: adj)) = Node)) && (all ref1:(one Node),ref2:(one Node)|(ref2 in (ref1 . (Node <: adj)))) && (all ref3:(one Node)|((ref3 . (Node <: adj)) = (Node - ref3))));1;(all ref0:(one Node)|(((ref0 . (Node <: adj)) in Node) && (Node in (ref0 . (Node <: adj)))));18
470;this/weaklyConnected;(all ref0:(one Node),ref1:(one Node),ref2:(one Node)|((((ref0 -> ref1) in (Node <: adj)) && ((ref2 -> ref1) in (Node <: adj))) => ((ref0 -> ref2) in (Node <: adj))));1;(graph/weaklyConnected[(Node <: adj)]);21
471;this/oriented;((Node <: adj) != ((Node <: adj) + (~ (Node <: adj))));1;((Node <: adj) = ((Node <: adj) - (~ (Node <: adj))));4
472;this/weaklyConnected;(all ref0:(one Node)|((ref0 + ((ref0 . (^ (Node <: adj))) & (ref0 . (^ (~ (Node <: adj)))))) = Node));1;(all ref0:(one Node)|((ref0 + (ref0 . (^ ((Node <: adj) + (~ (Node <: adj)))))) = Node));9
473;this/weaklyConnected;(all ref0:(one Node),ref1:(one Node)|((ref0 . (^ (Node <: adj))) = ref1));1;(graph/weaklyConnected[(Node <: adj)]);9
474;this/weaklyConnected;((* ((Node <: adj) & (~ (Node <: adj)))) = (Node -> Node));1;(all ref0:(one Node)|((ref0 . (* ((Node <: adj) + (~ (Node <: adj))))) = Node));7
475;this/acyclic;((all ref0:(one Node)|(ref0 !in (ref0 . (^ (Node <: adj))))) && (iden != (iden - (^ (Node <: adj)))) && (no ((^ (Node <: adj)) & iden)));1;((all ref0:(one Node)|(ref0 !in (ref0 . (^ (Node <: adj))))) && (iden = (iden - (^ (Node <: adj)))) && (no ((^ (Node <: adj)) & iden)));4
476;this/undirected;(all ref0:(one Node)|((no (ref0 . (Node <: adj))) || (ref0 in ((ref0 . (Node <: adj)) . (Node <: adj)))));1;(all ref0:(one Node)|((ref0 . (Node <: adj)) in ((Node <: adj) . ref0)));11
477;this/weaklyConnected;((some (Node . (Node <: adj))) || (some (Node . (~ (Node <: adj)))));1;((Node -> Node) in (* ((Node <: adj) + (~ (Node <: adj)))));11
478;this/weaklyConnected;(all ref0:(one Node)|(Node in ((ref0 . (* (Node <: adj))) + (ref0 . (* (Node <: adj))))));1;(all ref0:(one Node)|(Node in (ref0 + (ref0 . (* ((Node <: adj) + (~ (Node <: adj))))))));8
479;this/oriented;(all ref0:(one Node)|(((ref0 . (Node <: adj)) -> ref0) !in (Node <: adj)));1;(all ref0:(one Node)|(ref0 !in ((ref0 . (Node <: adj)) . (Node <: adj))));6
480;this/noLoops;(no ((Node <: adj) + iden));1;(no ((Node <: adj) & iden));2
481;this/stonglyConnected;(all ref0:(one Node),ref1:(one Node)|((ref0 -> ref1) in (Node <: adj)));1;((Node -> Node) in (* (Node <: adj)));7
482;this/complete;(all ref0:(one Node),ref1:(one Node)|(((ref0 -> ref1) & (ref1 -> ref0)) in (Node <: adj)));1;(all ref0:(one Node),ref1:(one Node)|(((ref0 -> ref1) + (ref1 -> ref0)) in (Node <: adj)));6
483;this/undirected;((Node <: adj) in ((~ (Node <: adj)) . (Node <: adj)));1;((Node <: adj) in (~ (Node <: adj)));2
484;this/undirected;(all ref0:(one Node)|((ref0 !in (ref0 . (Node <: adj))) || (ref0 in ((ref0 . (Node <: adj)) . (Node <: adj)))));1;(all ref0:(one Node)|((ref0 . (Node <: adj)) in ((Node <: adj) . ref0)));12
485;this/noLoops;(no ((Node <: adj) - iden));1;(no ((Node <: adj) & iden));2
486;this/weaklyConnected;(all ref0:(one Node)|((some (Node . (Node <: adj))) || (some (Node . (~ (Node <: adj))))));1;((Node -> Node) in (* ((Node <: adj) + (~ (Node <: adj)))));12
487;this/weaklyConnected;(all ref0:(one Node),ref1:(one Node)|(((ref0 -> ref1) in (Node <: adj)) && ((ref1 -> ref0) in (Node <: adj))));1;(graph/weaklyConnected[(Node <: adj)]);14
488;this/undirected;(one Node);1;(graph/undirected[(Node <: adj)]);3
489;this/oriented;(all ref0:(one Node),ref1:(one Node)|((! disj[ref0,ref1]) || ((ref0 in (ref1 . (Node <: adj))) => (((ref1 !in (ref0 . (Node <: adj))) && (ref1 in (ref0 . (Node <: adj)))) => (ref0 !in (ref1 . (Node <: adj)))))));1;(all ref0:(one Node),ref1:(one Node)|((ref0 in (ref1 . (Node <: adj))) => (ref1 !in (ref0 . (Node <: adj)))));21
490;this/undirected;(all ref0:(one Node)|((ref0 !in (ref0 . (Node <: adj))) && (ref0 in ((ref0 . (Node <: adj)) . (Node <: adj)))));1;(all ref0:(one Node)|((ref0 . (Node <: adj)) in ((Node <: adj) . ref0)));12
491;this/weaklyConnected;((some (Node . (Node <: adj))) && (some (Node . (~ (Node <: adj)))));1;((Node -> Node) in (* ((Node <: adj) + (~ (Node <: adj)))));11
492;this/weaklyConnected;(all ref0:(one Node),ref1:(one Node)|(Node in ((ref0 + (ref0 . (^ (Node <: adj)))) + (ref0 . (^ (~ (Node <: adj)))))));1;(all ref0:(one Node)|(Node in (ref0 + (ref0 . (^ ((Node <: adj) + (~ (Node <: adj))))))));10
493;this/weaklyConnected;(all ref0:(one Node)|(some (ref0 . (* (Node <: adj)))));1;(graph/weaklyConnected[(Node <: adj)]);7
494;this/oriented;(all ref0:(one Node)|((ref0 . (Node <: adj)) !in ref0));1;(all ref0:(one Node)|(ref0 !in ((ref0 . (Node <: adj)) . (Node <: adj))));6
495;this/undirected;(all ref0:(one Node)|(ref0 !in ((ref0 . (Node <: adj)) . (Node <: adj))));1;(all ref0:(one Node)|((ref0 . (Node <: adj)) in ((Node <: adj) . ref0)));8
496;this/weaklyConnected;(all ref0:(one Node)|(Node in ((ref0 + (ref0 . (^ (Node <: adj)))) + (ref0 . (^ (~ (Node <: adj)))))));1;(all ref0:(one Node)|(Node in (ref0 + (ref0 . (^ ((Node <: adj) + (~ (Node <: adj))))))));9
497;this/noLoops;(all ref0:(one Node)|(no (ref0 . (Node <: adj))));1;(no ((Node <: adj) & iden));5
498;this/weaklyConnected;(all ref0:(one Node)|(some (ref0 -> (ref0 . (* (Node <: adj))))));1;(graph/weaklyConnected[(Node <: adj)]);9
499;this/weaklyConnected;(all ref0:(one Node),ref1:(one Node)|((ref1 in (ref0 . (^ (Node <: adj)))) && (ref1 in (ref0 . (^ (~ (Node <: adj)))))));1;(all ref0:(one Node),ref1:(one Node)|(ref1 in (ref0 . (* ((Node <: adj) + (~ (Node <: adj)))))));15
500;this/weaklyConnected;(all ref0:(one Node)|(some (ref0 . (ref0 -> (ref0 . (* (Node <: adj)))))));1;(graph/weaklyConnected[(Node <: adj)]);11
501;this/stonglyConnected;((Node -> Node) in (^ (Node <: adj)));1;((Node -> Node) in (* (Node <: adj)));2
502;this/weaklyConnected;(all ref0:(one Node),ref1:(one Node)|(((ref0 -> ref1) in (Node <: adj)) => (((ref1 -> ref0) !in (Node <: adj)) && (Node in (((^ (Node <: adj)) . ref0) + (ref0 + (ref0 . (^ (Node <: adj)))))))));1;(all ref0:(one Node)|(Node in (ref0 + (ref0 . (^ ((Node <: adj) + (~ (Node <: adj))))))));23
503;this/noLoops;(no ((Node <: adj) . (~ (Node <: adj))));1;(no (((Node <: adj) & iden) & (~ (Node <: adj))));4
504;this/complete;(all ref0:(one Node)|((ref0 . (Node <: adj)) in (Node - ref0)));1;(all ref0:(one Node)|(Node in (ref0 . (Node <: adj))));6
505;this/undirected;(all ref0:(one Node),ref1:(one Node)|((ref0 . (Node <: adj)) = ref1));1;((Node <: adj) = (~ (Node <: adj)));7
506;this/complete;(all ref0:(one Node),ref1:(one Node)|((! disj[ref0,ref1]) || (((ref0 -> ref1) + (ref1 -> ref0)) in (Node <: adj))));1;(all ref0:(one Node),ref1:(one Node)|(((ref0 -> ref1) + (ref1 -> ref0)) in (Node <: adj)));9
507;this/weaklyConnected;((Node -> Node) in (* (Node <: adj)));1;((Node -> Node) in (* ((Node <: adj) + (~ (Node <: adj)))));3
508;this/complete;(all ref0:(one Node),ref1:(one Node)|((ref1 in (ref0 . (^ (Node <: adj)))) && (ref1 in (ref1 . (Node <: adj)))));1;(all ref0:(one Node)|(((ref0 . (Node <: adj)) in Node) && (Node in (ref0 . (Node <: adj)))));10
509;this/weaklyConnected;(all ref0:(one Node),ref1:(one Node)|(((ref0 -> ref1) in (Node <: adj)) => (((ref1 -> ref0) !in (Node <: adj)) && (Node in (ref0 + (ref0 . (^ (Node <: adj))))))));1;(all ref0:(one Node)|(Node in (ref0 + (ref0 . (^ ((Node <: adj) + (~ (Node <: adj))))))));18
510;this/undirected;(all ref0:(one Node),ref1:(one Node)|((! disj[ref0,ref1]) || ((ref0 . (Node <: adj)) = ref1)));1;(all ref0:(one Node),ref1:(one Node)|((! disj[ref0,ref1]) || ((ref1 in (ref0 . (Node <: adj))) => (ref0 in (ref1 . (Node <: adj))))));12
511;this/complete;(all ref0:(one Node),ref1:(one Node)|((! disj[ref0,ref1]) || ((ref0 -> ref1) in (Node <: adj))));1;(all ref0:(one Node),ref1:(one Node)|((ref0 -> ref1) in (Node <: adj)));9
512;this/weaklyConnected;(all ref0:(one Node)|((some (ref0 . (Node <: adj))) || (some (ref0 . (^ (Node <: adj))))));1;(graph/weaklyConnected[(Node <: adj)]);12
513;this/oriented;(! (some ref0:(one Node),ref1:(one Node)|(((ref0 -> ref1) in (Node <: adj)) && ((ref1 -> ref0) in (Node <: adj)) && disj[ref0,ref1])));1;(! (some ref0:(one Node),ref1:(one Node)|(((ref0 -> ref1) in (Node <: adj)) && ((ref1 -> ref0) in (Node <: adj)))));7
514;this/oriented;(no (Node . (Node <: adj)));1;(no (((Node <: adj) . (Node <: adj)) & iden));4
515;this/complete;(all ref0:(one Node)|(no ref1:(one Node)|(ref1 !in (ref0 . (^ (Node <: adj))))));1;(no ref0:(one Node)|(Node !in (ref0 . (Node <: adj))));6
516;this/weaklyConnected;(all ref0:(one Node)|(((some (ref0 . (Node <: adj))) || (some (ref0 . (~ (Node <: adj))))) && (ref0 != (ref0 . (Node <: adj)))));1;(graph/weaklyConnected[(Node <: adj)]);18
517;this/oriented;((! ((Node <: adj) = (~ (Node <: adj)))) || (no (Node <: adj)));1;((Node <: adj) = ((Node <: adj) - (~ (Node <: adj))));6
518;this/undirected;(((Node . (Node <: adj)) -> ((Node <: adj) . Node)) in (Node <: adj));1;(all ref0:(one Node)|((ref0 . (Node <: adj)) in ((Node <: adj) . ref0)));7
519;this/weaklyConnected;(((Node <: adj) = (Node -> Node)) && ((Node <: adj) = (~ (Node <: adj))));1;((Node -> Node) in (* ((Node <: adj) + (~ (Node <: adj)))));7
520;this/undirected;(all ref0:(one Node)|(((ref0 . (Node <: adj)) -> ((Node <: adj) . ref0)) in (Node <: adj)));1;(all ref0:(one Node)|((ref0 . (Node <: adj)) in ((Node <: adj) . ref0)));4
521;this/undirected;(all ref0:(one Node)|(lone ref1:(one Node)|(((ref0 . (Node <: adj)) = ref1) => (ref0 = (ref1 . (Node <: adj))))));1;(all ref0:(one Node),ref1:(one Node)|((ref1 in (ref0 . (Node <: adj))) => (ref0 in (ref1 . (Node <: adj)))));10
522;this/oriented;(no ((Node <: adj) . (~ (Node <: adj))));1;(no ((Node <: adj) & (~ (Node <: adj))));2
523;this/stonglyConnected;(((Node <: adj) = (Node -> Node)) && (no ((Node <: adj) & (~ (Node <: adj)))));1;((Node -> Node) in (* (Node <: adj)));9
524;this/weaklyConnected;(all ref0:(one Node),ref1:(one (ref0 . (Node <: adj)))|((ref1 in (ref0 . (Node <: adj))) => (ref0 in (ref1 . (Node <: adj)))));1;(all ref0:(one Node),ref1:(one Node)|(ref1 in (ref0 . (* ((Node <: adj) + (~ (Node <: adj)))))));14
525;this/weaklyConnected;((((* (Node <: adj)) . Node) & (Node . (* (Node <: adj)))) = Node);1;(all ref0:(one Node)|((ref0 . (* ((Node <: adj) + (~ (Node <: adj))))) = Node));11
526;this/undirected;(all ref0:(one Node)|((Node <: adj) = ((ref0 . (Node <: adj)) -> ((Node <: adj) . ref0))));1;(all ref0:(one Node)|((ref0 . (Node <: adj)) in ((Node <: adj) . ref0)));6
527;this/complete;(all ref0:(one Node)|(ref0 in (ref0 . (~ (Node <: adj)))));1;(all ref0:(one Node)|(Node in (ref0 . (Node <: adj))));5
528;this/weaklyConnected;(all ref0:(one Node),ref1:(one (ref0 . (Node <: adj)))|(ref0 in (ref1 . (Node <: adj))));1;(all ref0:(one Node),ref1:(one Node)|(ref0 in (ref1 . (* ((Node <: adj) + (~ (Node <: adj)))))));8
529;this/undirected;(all ref0:(one Node)|(one ref1:(one Node)|(((ref0 . (Node <: adj)) = ref1) => (ref0 = (ref1 . (Node <: adj))))));1;(all ref0:(one Node),ref1:(one Node)|((ref1 in (ref0 . (Node <: adj))) => (ref0 in (ref1 . (Node <: adj)))));10
530;this/complete;(all ref0:(one Node)|(ref0 in ((ref0 . (Node <: adj)) . (Node <: adj))));1;(all ref0:(one Node)|(Node in (ref0 . (Node <: adj))));6
531;this/complete;(all ref0:(one Node)|(ref0 in (Node . (^ (Node <: adj)))));1;(all ref0:(one Node),ref1:(one Node)|(ref0 in (ref1 . (Node <: adj))));6
532;this/weaklyConnected;((((^ (Node <: adj)) . Node) & (Node . (^ (Node <: adj)))) = Node);1;(graph/weaklyConnected[(Node <: adj)]);12
533;this/undirected;(all ref0:(one Node),ref1:(one Node)|((ref0 . (Node <: adj)) = (ref1 . (Node <: adj))));1;(all ref0:(one Node)|((ref0 . (Node <: adj)) in ((Node <: adj) . ref0)));7
534;this/undirected;(all ref0:(one Node)|(one ref1:(one Node)|(((ref0 . (Node <: adj)) = ref1) <=> (ref0 = (ref1 . (Node <: adj))))));1;(all ref0:(one Node)|((ref0 . (Node <: adj)) in ((Node <: adj) . ref0)));11
535;this/complete;(all ref0:(one Node)|(ref0 in (Node . (* (Node <: adj)))));1;(all ref0:(one Node),ref1:(one Node)|(ref0 in (ref1 . (Node <: adj))));6
536;this/undirected;(iden in (Node <: adj));1;((Node <: adj) in (~ (Node <: adj)));3
537;this/undirected;(all ref0:(one Node)|(one ref1:(one Node)|(ref0 = (ref1 . (Node <: adj)))));1;(all ref0:(one Node),ref1:(one (ref0 . (Node <: adj)))|(ref0 in (ref1 . (Node <: adj))));6
538;this/acyclic;(no ref0:(one Node)|(ref0 !in (ref0 . (Node <: adj))));1;(all ref0:(one Node)|(ref0 !in (ref0 . (^ (Node <: adj)))));3
