predicate;formula;frequency;closest_solution;solution_distance
this/inv1;(all ref0:(one (Student - Professor))|(some ((Person <: enrolled) . ref0)));1;(all ref0:(one Course)|(((Person <: enrolled) . ref0) in Student));5
this/inv6;(all ref0:(one Course),ref1:(one Project),ref2:(one Student)|((ref1 in (ref0 . (Course <: projects))) => (ref0 in (ref2 . (Person <: enrolled)))));1;(all ref0:(one Course),ref1:(one Student),ref2:(one (ref1 . (Person <: projects)))|((ref2 in (ref0 . (Course <: projects))) => (ref0 in (ref1 . (Person <: enrolled)))));10
this/inv3;(one ref0:(one Course)|(all ref1:(one Person)|((ref1 -> ref0) in (Person <: teaches))));1;(all ref0:(one Course)|(some ref1:(one Professor)|((ref1 -> ref0) in (Person <: teaches))));4
this/inv4;(all ref0:(one Project),ref1:(one Project)|(one ref2:(one Course)|((((ref2 -> ref0) in (Course <: projects)) && ((ref2 -> ref1) in (Course <: projects))) => (ref0 != ref1))));1;(all ref0:(one Project)|(some ref1:(one Course)|((all ref2:(one Course)|(((ref2 -> ref0) in (Course <: projects)) => (ref1 = ref2))) && ((ref1 -> ref0) in (Course <: projects)))));16
this/inv8;(all ref0:(one Professor)|(0 = (ref0 . (Person <: enrolled))));1;(none = none);7
this/inv4;(all ref0:(one Project),ref1:(one Project)|(lone ref2:(one Course)|((((ref2 -> ref0) in (Course <: projects)) && ((ref2 -> ref1) in (Course <: projects))) => (ref0 != ref1))));1;(all ref0:(one Project)|(some ref1:(one Course)|((all ref2:(one Course)|(((ref2 -> ref0) in (Course <: projects)) => (ref1 = ref2))) && ((ref1 -> ref0) in (Course <: projects)))));16
this/inv5;((all ref0:(one Person)|((some (ref0 . (Person <: projects))) => ((ref0 !in Professor) && (ref0 in Student)))) && (all ref1:(one Project)|(ref1 in (Student . (Person <: projects)))));1;((all ref0:(one Person)|((some (ref0 . (Person <: projects))) => (ref0 in Student))) && (all ref1:(one Project)|(ref1 in (Student . (Person <: projects)))));8
this/inv3;(one ref0:(one Course)|(some ref1:(one Person)|((ref1 -> ref0) in (Person <: teaches))));1;(all ref0:(one Course)|(some ref1:(one Professor)|((ref1 -> ref0) in (Person <: teaches))));4
this/inv8;(all ref0:(one Professor)|(none = (ref0 . (Person <: enrolled))));1;(none = none);5
this/inv4;(all ref0:(one Project)|(some ((Course <: projects) . ref0)));1;(all ref0:(one Project)|(one ((Course <: projects) . ref0)));4
this/inv14;(all ref0:(one Person),ref1:(one Person)|(some ref2:(one Project),ref3:(one Project)|(((ref2 in (ref0 . (Person <: projects))) && (ref2 in (ref1 . (Person <: projects)))) => ((ref3 in (ref0 . (Person <: projects))) => (ref3 in (ref1 . (Person <: projects)))))));1;(all ref0:(one Person),ref1:(one Person),ref2:(one Project),ref3:(one Project)|(((ref0 != ref1) && (ref2 != ref3) && (ref2 in (ref0 . (Person <: projects))) && (ref2 in (ref1 . (Person <: projects))) && (ref3 in (ref0 . (Person <: projects)))) => (ref3 !in (ref1 . (Person <: projects)))));19
this/inv3;(all ref0:(one Course)|(((Person <: teaches) . ref0) in Person));1;((Person <: teaches) in (Person some-> Course));5
this/inv14;(all ref0:(one Person),ref1:(one Person)|(some ref2:(one Project),ref3:(one Project)|(((ref2 in (ref0 . (Person <: projects))) && (ref2 in (ref1 . (Person <: projects)))) => ((ref3 in (ref0 . (Person <: projects))) => (ref3 !in (ref1 . (Person <: projects)))))));1;(all ref0:(one Person),ref1:(one Person),ref2:(one Project),ref3:(one Project)|(((ref0 != ref1) && (ref2 != ref3) && (ref2 in (ref0 . (Person <: projects))) && (ref2 in (ref1 . (Person <: projects))) && (ref3 in (ref0 . (Person <: projects)))) => (ref3 !in (ref1 . (Person <: projects)))));17
this/inv14;(all ref0:(one Person),ref1:(one Person)|(some ref2:(one Project),ref3:(one Project)|(((ref2 in (ref0 . (Person <: projects))) && (ref2 in (ref1 . (Person <: projects))) && (ref3 in (ref0 . (Person <: projects)))) => (ref3 !in (ref1 . (Person <: projects))))));1;(all ref0:(one Person),ref1:(one Person),ref2:(one Project),ref3:(one Project)|(((ref0 != ref1) && (ref2 != ref3) && (ref2 in (ref0 . (Person <: projects))) && (ref2 in (ref1 . (Person <: projects))) && (ref3 in (ref0 . (Person <: projects)))) => (ref3 !in (ref1 . (Person <: projects)))));14
this/inv7;(all ref0:(one Course),ref1:(one Student)|((ref0 in (ref1 . (Person <: enrolled))) => (some (ref0 . (Course <: projects)))));1;(all ref0:(one Course),ref1:(one Student)|((ref0 in (ref1 . (Person <: enrolled))) => (lone ref2:(one (ref1 . (Person <: projects)))|(ref2 in (ref0 . (Course <: projects))))));8
this/inv2;(all ref0:(one univ)|((ref0 in Professor) => (some ((Person <: teaches) . ref0))));1;(all ref0:(one ((Person <: teaches) . Course))|(ref0 in Professor));7
this/inv4;(all ref0:(one Project)|(ref0 in (Person . (Person <: projects))));1;(all ref0:(one Project)|(one ref1:(one Course)|(ref0 in (ref1 . (Course <: projects)))));7
this/inv2;(((Person <: enrolled) . Course) in Professor);1;(((Person <: teaches) . Course) in Professor);2
this/inv14;(all ref0:(one Person),ref1:(one Person)|(some ref2:(one Project),ref3:(one Project)|(((ref0 != ref1) && (ref2 in (ref0 . (Person <: projects))) && (ref2 in (ref1 . (Person <: projects))) && (ref3 in (ref0 . (Person <: projects)))) => (ref3 !in (ref1 . (Person <: projects))))));1;(all ref0:(one Person),ref1:(one Person),ref2:(one Project),ref3:(one Project)|(((ref0 != ref1) && (ref2 != ref3) && (ref2 in (ref0 . (Person <: projects))) && (ref2 in (ref1 . (Person <: projects))) && (ref3 in (ref0 . (Person <: projects)))) => (ref3 !in (ref1 . (Person <: projects)))));11
this/inv9;(all ref0:(one Person),ref1:(one Professor)|((ref0 != ref1) => (none = ((ref0 . (Person <: teaches)) & (ref1 . (Person <: teaches))))));1;(all ref0:(one Professor),ref1:(one Professor)|((none != ((ref0 . (Person <: enrolled)) & (ref1 . (Person <: teaches)))) => (none = ((ref0 . (Person <: teaches)) & (ref1 . (Person <: teaches))))));10
this/inv14;(all ref0:(one Person),ref1:(one Person)|(some ref2:(one Project),ref3:(one Project)|(((ref0 != ref1) && (ref2 != ref3) && (ref2 in (ref0 . (Person <: projects))) && (ref2 in (ref1 . (Person <: projects))) && (ref3 in (ref0 . (Person <: projects)))) => (ref3 !in (ref1 . (Person <: projects))))));1;(all ref0:(one Person),ref1:(one Person),ref2:(one Project),ref3:(one Project)|(((ref0 != ref1) && (ref2 != ref3) && (ref2 in (ref0 . (Person <: projects))) && (ref2 in (ref1 . (Person <: projects))) && (ref3 in (ref0 . (Person <: projects)))) => (ref3 !in (ref1 . (Person <: projects)))));8
this/inv4;(some (Course <: projects));1;((Course <: projects) in (Course one-> Project));5
this/inv4;(all ref0:(one Project)|(one (ref0 & (Person . (Person <: projects)))));1;(all ref0:(one Project)|(one (((Course <: projects) . ref0) & Course)));8
this/inv14;(all ref0:(one Project),ref1:(one Project)|(lone (((Person <: projects) . ref0) & ((Person <: projects) . ref1))));1;(all ref0:(one Student),ref1:(one (Student - ref0))|(lone ((ref0 . (Person <: projects)) & (ref1 . (Person <: projects)))));8
this/inv7;(all ref0:(one Course),ref1:(one Project),ref2:(one Student)|(((ref0 in (ref2 . (Person <: enrolled))) && (ref1 in (ref2 . (Person <: projects)))) => (lone (ref0 . (Course <: projects)))));1;(all ref0:(one Course),ref1:(one Student)|((ref0 in (ref1 . (Person <: enrolled))) => (lone ref2:(one (ref1 . (Person <: projects)))|(ref2 in (ref0 . (Course <: projects))))));15
this/inv3;(some ref0:(one Professor)|(ref0 in ((Person <: teaches) . Course)));1;(all ref0:(one Course)|(ref0 in (Professor . (Person <: teaches))));4
this/inv1;(all ref0:(one Course),ref1:(one Professor)|(no (ref0 & (ref1 . (Person <: enrolled)))));1;(all ref0:(one Course),ref1:(one (Person - Student))|(ref0 !in (ref1 . (Person <: enrolled))));7
this/inv7;(all ref0:(one Course),ref1:(one Project),ref2:(one Student)|(((ref0 in (ref2 . (Person <: enrolled))) && (ref1 in (ref2 . (Person <: projects)))) => (lone (ref2 . (Person <: projects)))));1;(all ref0:(one Course),ref1:(one Student)|(lone ref2:(one Project)|(((ref0 -> ref2) in (Course <: projects)) && ((ref1 -> ref2) in (Person <: projects)))));17
this/inv3;(all ref0:(one Course)|(! (lone ref1:(one Professor)|((ref1 -> ref0) in (Person <: teaches)))));1;(all ref0:(one Course)|(some ref1:(one Professor)|((ref1 -> ref0) in (Person <: teaches))));5
this/inv14;(all ref0:(one Person),ref1:(one Person),ref2:(one Project),ref3:(one Project)|(((ref0 != ref1) && (ref2 in (ref0 . (Person <: projects))) && (ref2 in (ref1 . (Person <: projects))) && (ref3 in (ref0 . (Person <: projects)))) => (ref3 !in (ref1 . (Person <: projects)))));1;(all ref0:(one Person),ref1:(one Person),ref2:(one Project),ref3:(one Project)|(((ref0 != ref1) && (ref2 != ref3) && (ref2 in (ref0 . (Person <: projects))) && (ref2 in (ref1 . (Person <: projects))) && (ref3 in (ref0 . (Person <: projects)))) => (ref3 !in (ref1 . (Person <: projects)))));11
this/inv14;(all ref0:(one Project),ref1:(one Student),ref2:(one Student)|(((ref0 in (ref1 . (Person <: projects))) && (ref0 in (ref2 . (Person <: projects)))) => (ref2 !in ((Person <: projects) . (Project - ref0)))));1;(all ref0:(one Project),ref1:(one Student),ref2:(one (Project - ref0)),ref3:(one (Student - ref1))|(((ref0 in (ref1 . (Person <: projects))) && (ref0 in (ref3 . (Person <: projects))) && (ref2 in (ref1 . (Person <: projects)))) => (ref2 !in (ref3 . (Person <: projects)))));18
this/inv12;(all ref0:(one Course),ref1:(one Student)|(lone (ref0 . ((Course <: grades) . ref1))));1;(all ref0:(one Course)|(lone (ref0 . (Course <: grades))));5
this/inv4;((all ref0:(one Project)|(ref0 in (Course . (Course <: projects)))) && (all ref1:(one Project),ref2:(one Project)|(((ref1 in (Course . (Course <: projects))) && (ref2 in (Course . (Course <: projects)))) => (ref1 != ref2))));1;((all ref0:(one Project)|(ref0 in (Course . (Course <: projects)))) && (all ref1:(one Course),ref2:(one Course),ref3:(one Project)|(((ref1 in ((Course <: projects) . ref3)) && (ref2 in ((Course <: projects) . ref3))) => (ref1 = ref2))));13
this/inv4;(all ref0:(one Course)|(lone (ref0 . (~ (Course <: projects)))));1;(all ref0:(one Project)|(one (ref0 . (~ (Course <: projects)))));4
this/inv4;(no (Course <: projects));1;((Course <: projects) in (Course one-> Project));5
this/inv9;(all ref0:(one Professor)|(no ((ref0 . (Person <: teaches)) & (Professor . (Person <: teaches)))));1;(no (((Person <: teaches) . (~ (Person <: enrolled))) & ((Person <: teaches) . (~ (Person <: teaches)))));7
this/inv8;(all ref0:(one Course),ref1:(one Professor)|(ref1 !in ((^ (Person <: teaches)) . ref0)));1;(all ref0:(one Course),ref1:(one ((Person <: teaches) . ref0))|(ref1 !in ((Person <: enrolled) . ref0)));7
this/inv13;(all ref0:(one Course)|(some ref1:(one ((Person <: enrolled) . ref0))|((all ref2:(one (((Person <: enrolled) . ref0) - ref1))|(ordering/lt[(ref1 . (ref0 . (Course <: grades))),(ref2 . (ref0 . (Course <: grades)))])) && (some ((ref0 . (Course <: projects)) & (ref1 . (Person <: projects)))))));1;(all ref0:(one Course),ref1:(one ((ref0 . (Course <: grades)) . (ordering/max[Grade])))|(some ((ref0 . (Course <: projects)) & (ref1 . (Person <: projects)))));7
this/inv5;((((Person <: projects) . Person) in Student) && (some ((Person <: projects) . Person)));1;(all ref0:(one Project)|((((Person <: projects) . ref0) in Student) && (some ((Person <: projects) . ref0))));5
this/inv4;((all ref0:(one Project)|(ref0 in (Course . (Course <: projects)))) && (all ref1:(one Course),ref2:(one Course),ref3:(one Project)|(((ref3 in (ref1 . (Course <: projects))) && (ref3 in (ref2 . (Course <: projects)))) => (ref1 != ref2))));1;((all ref0:(one Project)|(ref0 in (Course . (Course <: projects)))) && (all ref1:(one Course),ref2:(one Course),ref3:(one Project)|(((ref3 in (ref1 . (Course <: projects))) && (ref3 in (ref2 . (Course <: projects)))) => (ref1 = ref2))));10
this/inv14;(all ref0:(one (Person - Professor)),ref1:(one (Person - Professor))|(lone ((ref0 . (Person <: projects)) & (ref1 . (Person <: projects)))));1;(all ref0:(one Student),ref1:(one (Student - ref0))|(lone ((ref0 . (Person <: projects)) & (ref1 . (Person <: projects)))));4
this/inv4;(lone (Project . (~ (Course <: projects))));1;(all ref0:(one Project)|(one (ref0 . (~ (Course <: projects)))));5
this/inv9;(no ((Person . (Person <: enrolled)) & (Person . (Person <: teaches))));1;(no (((Person <: teaches) . (~ (Person <: enrolled))) & ((Person <: teaches) . (~ (Person <: teaches)))));6
this/inv4;(all ref0:(one Project)|(one (Course <: none)));1;(all ref0:(one Project)|(one (((Course <: projects) . ref0) <: Course)));6
this/inv5;((all ref0:(one Person),ref1:(one Project)|(((ref0 -> ref1) in (Person <: projects)) => (ref0 in Student))) && (((Person <: projects) . Project) in Student));1;((all ref0:(one Person),ref1:(one Project)|(((ref0 -> ref1) in (Person <: projects)) => (ref0 in Student))) && ((Person <: projects) in (Student some-> Project)));8
this/inv8;(all ref0:(one Course),ref1:(one Person)|(((ref1 -> ref0) !in (Person <: enrolled)) && ((ref1 -> ref0) in (Person <: teaches)) && (ref1 in Professor)));1;(no ref0:(one Course),ref1:(one Professor)|(((ref1 -> ref0) in (Person <: enrolled)) && ((ref1 -> ref0) in (Person <: teaches))));9
this/inv4;((all ref0:(one Project)|(ref0 in (Course . (Course <: projects)))) && (all ref1:(one Course),ref2:(one Project),ref3:(one Project)|(((ref2 in (Course . (Course <: projects))) && (ref3 in (Course . (Course <: projects)))) => (ref2 != ref3))));1;((all ref0:(one Project)|(ref0 in (Course . (Course <: projects)))) && (all ref1:(one Course),ref2:(one Course),ref3:(one Project)|(((ref3 in (ref1 . (Course <: projects))) && (ref3 in (ref2 . (Course <: projects)))) => (ref1 = ref2))));18
this/inv14;(all ref0:(one Student),ref1:(one ((ref0 . (Person <: projects)) . (~ (Person <: projects))))|(lone ((ref0 . (Person <: projects)) & (ref1 . (Person <: projects)))));1;(all ref0:(one Student),ref1:(one (Student - ref0))|(lone ((ref0 . (Person <: projects)) & (ref1 . (Person <: projects)))));4
this/inv9;(all ref0:(one Professor)|(ref0 !in ((ref0 . (Person <: teaches)) . (~ (Person <: enrolled)))));1;(all ref0:(one Professor)|(no (((Person <: teaches) . (ref0 . (Person <: teaches))) & ((ref0 . (Person <: teaches)) . (~ (Person <: enrolled))))));9
this/inv9;(all ref0:(one Professor)|(ref0 !in (ref0 . (^ (~ (Person <: teaches))))));1;(all ref0:(one Professor)|(ref0 in Professor));10
this/inv5;((all ref0:(one Person),ref1:(one Project)|(((ref0 -> ref1) in (Person <: projects)) => (ref0 in Student))) && (some ((Person <: projects) . Project)));1;((all ref0:(one Person),ref1:(one Project)|(((ref0 -> ref1) in (Person <: projects)) => (ref0 in Student))) && (all ref2:(one Project)|(some ((Person <: projects) . ref2))));7
this/inv13;(all ref0:(one Course)|(some ref1:(one (ref0 . (~ (Person <: enrolled))))|((all ref2:(one ((ref0 . (~ (Person <: enrolled))) - ref1))|(ordering/gt[(ref1 . (ref0 . (Course <: grades))),(ref2 . (ref0 . (Course <: grades)))])) && (ref1 in ((ref0 . (Course <: projects)) . (~ (Person <: projects)))))));1;(((Course <: grades) . (ordering/max[Grade])) in ((Course <: projects) . (~ (Person <: projects))));11
this/inv5;((all ref0:(one univ)|((ref0 in Project) => (some ref1:(one Student)|((ref1 -> ref0) in (Person <: projects))))) && (all ref2:(one univ),ref3:(one univ)|(((ref2 -> ref3) in (Person <: projects)) => ((ref2 !in Professor) && (ref2 in Student)))));1;((all ref0:(one univ)|((ref0 in Project) => (some ref1:(one Student)|((ref1 -> ref0) in (Person <: projects))))) && (all ref2:(one Person),ref3:(one Project)|(((ref2 -> ref3) in (Person <: projects)) => (ref2 in Student))));12
this/inv9;(all ref0:(one Course),ref1:(one Professor)|(((ref1 -> ref0) in (Person <: teaches)) => (all ref2:(one Person)|(((ref1 -> ref0) in (Person <: enrolled)) => (ref1 !in Professor)))));1;(all ref0:(one Professor)|(ref0 in Professor));18
this/inv2;(all ref0:(one Course),ref1:(one Person)|((ref0 in (ref1 . (Person <: teaches))) => (ref0 in Professor)));1;(all ref0:(one Person)|((ref0 in ((Person <: teaches) . Course)) => (ref0 in Professor)));5
this/inv4;(all ref0:(one Course),ref1:(one Project),ref2:(one Project)|(((ref1 in (ref0 . (Course <: projects))) && (ref2 in (ref0 . (Course <: projects)))) => (ref1 != ref2)));1;(all ref0:(one Project)|(one ref1:(one Course)|(ref1 in (ref0 . (~ (Course <: projects))))));16
this/inv15;(all ref0:(one Course),ref1:(one (ref0 . (Course <: projects))),ref2:(one (ref1 . (~ (Person <: projects)))),ref3:(one (ref1 . (~ (Person <: projects))))|((! disj[ref2,ref3]) || ((ordering/lte[(ref2 . (ref0 . (Course <: grades))),(ref3 . (ref0 . (Course <: grades)))]) && ((ref2 . (ref0 . (Course <: grades))) in (ordering/prevs[(ref3 . (ref0 . (Course <: grades)))])))));1;(all ref0:(one Course),ref1:(one (ref0 . (Course <: projects)))|((ordering/max[(((Person <: projects) . ref1) . (ref0 . (Course <: grades)))]) in ((ordering/min[(((Person <: projects) . ref1) . (ref0 . (Course <: grades)))]) . (iden + (ordering/next[])))));23
this/inv8;(all ref0:(one Course),ref1:(one Person)|((ref1 !in Student) && ((ref1 -> ref0) !in (Person <: enrolled)) && ((ref1 -> ref0) in (Person <: teaches))));1;(no ref0:(one Course),ref1:(one Professor)|(((ref1 -> ref0) in (Person <: enrolled)) && ((ref1 -> ref0) in (Person <: teaches))));9
this/inv5;(all ref0:(one Person),ref1:(one Project)|(((ref0 -> ref1) in (Person <: projects)) => (ref0 = Student)));1;((all ref0:(one Person),ref1:(one Project)|(((ref0 -> ref1) in (Person <: projects)) => (ref0 in Student))) && (all ref2:(one Project)|(some ((Person <: projects) . ref2))));12
this/inv6;(all ref0:(one Project),ref1:(one Student)|((ref0 = (ref1 . (Person <: projects))) => (ref0 = ((ref1 . (Person <: enrolled)) . (Course <: projects)))));1;(all ref0:(one Project),ref1:(one Student)|((ref0 in (ref1 . (Person <: projects))) => (ref0 in ((ref1 . (Person <: enrolled)) . (Course <: projects)))));8
this/inv5;(all ref0:(one Project)|(((Person - Professor) -> ref0) in (Person <: projects)));1;((Person <: projects) in (Student some-> Project));9
this/inv4;(all ref0:(one Project)|(one (Project . (~ (Course <: projects)))));1;(all ref0:(one Project)|(one (ref0 . (~ (Course <: projects)))));4
this/inv5;(all ref0:(one Project)|(! (((Person - Student) -> ref0) in (Person <: projects))));1;((Person <: projects) in (Student some-> Project));10
this/inv6;(all ref0:(one Project),ref1:(one Student)|(((ref1 . (Person <: projects)) in ref0) => (((ref1 . (Person <: enrolled)) . (Course <: projects)) in ref0)));1;(all ref0:(one Project),ref1:(one Student)|((ref0 in (ref1 . (Person <: projects))) => (ref0 in ((ref1 . (Person <: enrolled)) . (Course <: projects)))));8
this/inv9;(all ref0:(one Course),ref1:(one Professor)|(((ref1 -> ref0) in (Person <: teaches)) => (all ref2:(one Student)|(((ref2 -> ref0) in (Person <: enrolled)) => (! (ref2 in Professor))))));1;(all ref0:(one Professor)|(ref0 in Professor));19
this/inv6;(all ref0:(one Course),ref1:(one Project)|(some ref2:(one Student)|((ref1 in (ref2 . (Person <: projects))) => ((ref0 in (ref2 . (Person <: enrolled))) && (ref1 in Student)))));1;(all ref0:(one Person),ref1:(one Project)|((ref1 in (ref0 . (Person <: projects))) => (some ref2:(one Course)|(((ref0 -> ref2) in (Person <: enrolled)) && ((ref2 -> ref1) in (Course <: projects))))));14
this/inv5;(all ref0:(one Project)|((! (((Person - Professor) -> ref0) in (Person <: projects))) && ((Student -> ref0) in (Person <: projects))));1;((! (some ref0:(one (Person - Student)),ref1:(one Project)|((ref0 -> ref1) in (Person <: projects)))) && (all ref2:(one Project)|(some ref3:(one Student)|((ref3 -> ref2) in (Person <: projects)))));13
this/inv11;(all ref0:(one Student)|(no (((Course - (ref0 . (Person <: enrolled))) . (Course <: grades)) . ref0)));1;(all ref0:(one Student)|(no ((~ ((Course - (ref0 . (Person <: enrolled))) . (Course <: grades))) . ref0)));3
this/inv6;(all ref0:(one Student)|(((ref0 . (Person <: projects)) in Project) => (((ref0 . (Person <: enrolled)) . (Course <: projects)) in Project)));1;(all ref0:(one Student)|(((ref0 . (Person <: projects)) in Project) => ((ref0 . (Person <: projects)) in ((ref0 . (Person <: enrolled)) . (Course <: projects)))));6
this/inv6;(all ref0:(one Course),ref1:(one Project)|(some ref2:(one Student)|((ref0 in (ref2 . (Person <: enrolled))) && (ref1 in (ref2 . (Person <: projects))))));1;((Person <: projects) in ((Person <: enrolled) . (Course <: projects)));13
this/inv11;(all ref0:(one Student)|(no ((Course . (Course <: grades)) . ref0)));1;(all ref0:(one Student)|(no ((~ ((Course - (ref0 . (Person <: enrolled))) . (Course <: grades))) . ref0)));7
this/inv9;(all ref0:(one Course),ref1:(one Professor)|(((ref1 -> ref0) in (Person <: teaches)) => (all ref2:(one Student)|((! (ref2 in Professor)) && ((ref2 -> ref0) in (Person <: enrolled))))));1;(all ref0:(one Professor)|(ref0 in Professor));19
this/inv11;(all ref0:(one Course),ref1:(one Grade),ref2:(one Person)|(((ref2 -> ref1) in (ref0 . (Course <: grades))) => (ref2 in Student)));1;(all ref0:(one Course),ref1:(one Grade),ref2:(one Student)|(((ref2 -> ref1) in (ref0 . (Course <: grades))) => (ref2 in ((Person <: enrolled) . ref0))));10
this/inv8;(all ref0:(one Course),ref1:(one Person)|((ref0 !in (ref1 . (Person <: enrolled))) && ((ref1 -> ref0) in (Person <: teaches))));1;(no ref0:(one Course),ref1:(one Professor)|(((ref1 -> ref0) in (Person <: enrolled)) && ((ref1 -> ref0) in (Person <: teaches))));10
this/inv6;(all ref0:(one Course),ref1:(one Project),ref2:(one Student)|((ref0 in (ref2 . (Person <: enrolled))) && (ref1 in (ref2 . (Person <: projects)))));1;((Person <: projects) in ((Person <: enrolled) . (Course <: projects)));13
this/inv5;(some ref0:(one Course),ref1:(one Person),ref2:(one Project)|(((ref0 -> ref2) in (Course <: projects)) && ((ref1 -> ref0) in (Person <: enrolled)) && ((ref1 -> ref2) in (Person <: projects)) && (ref1 in Student)));1;((all ref0:(one Project)|(some ref1:(one Person)|((ref1 -> ref0) in (Person <: projects)))) && (all ref2:(one Person),ref3:(one Project)|(((ref2 -> ref3) in (Person <: projects)) => (ref2 in Student))));19
this/inv7;(all ref0:(one Student)|(lone ref1:(one Course)|(ref1 in (ref0 . (Person <: enrolled)))));1;(all ref0:(one Student),ref1:(one (ref0 . (Person <: enrolled)))|(lone ref2:(one (ref1 . (Course <: projects)))|(ref2 in (ref0 . (Person <: projects)))));9
this/inv9;(all ref0:(one Course),ref1:(one Professor)|(((ref1 -> ref0) in (Person <: teaches)) => (all ref2:(one Person)|(((ref2 -> ref0) in (Person <: enrolled)) => (! (ref2 in Professor))))));1;(all ref0:(one Professor)|(ref0 in Professor));19
this/inv1;(all ref0:(one Course),ref1:(one Professor)|(ref1 !in (ref0 . (~ ((Course <: grades) . Person)))));1;(all ref0:(one Course),ref1:(one (Person - Student))|(ref1 !in ((Person <: enrolled) . ref0)));9
this/inv10;(all ref0:(one Grade),ref1:(one (Person - Student))|(no ((ref1 . (Course <: grades)) . ref0)));1;(all ref0:(one Course),ref1:(one (Person - Student))|(no (ref1 . (ref0 . (Course <: grades)))));8
this/inv5;(all ref0:(one Project)|((ref0 . (~ (Person <: projects))) in Student));1;((Person <: projects) in (Student some-> Project));6
this/inv5;(some ref0:(one Person)|(all ref1:(one Course),ref2:(one Project)|(((ref0 -> ref1) in (Person <: enrolled)) && ((ref0 -> ref2) in (Person <: projects)) && (ref0 in Student) && ((ref1 -> ref2) in (Course <: projects)))));1;(all ref0:(one Person),ref1:(one Project)|((some ref2:(one Person)|((ref2 -> ref1) in (Person <: projects))) && (((ref0 -> ref1) in (Person <: projects)) => (ref0 in Student))));18
this/inv7;(all ref0:(one Student)|(lone ref1:(one Course)|((ref0 . (Person <: enrolled)) = ref1)));1;(all ref0:(one Student),ref1:(one (ref0 . (Person <: enrolled)))|(lone ref2:(one (ref1 . (Course <: projects)))|(ref2 in (ref0 . (Person <: projects)))));11
this/inv3;(all ref0:(one Course)|(no (ref0 . (~ (Person <: teaches)))));1;(all ref0:(one Course)|(some (ref0 . (~ (Person <: teaches)))));4
this/inv11;(all ref0:(one Student)|(some ((Course . (Course <: grades)) . Grade)));1;(((Course <: grades) . Grade) in (~ (Person <: enrolled)));7
this/inv8;(no (((Person <: enrolled) . Course) & ((Person <: teaches) . Course)));1;(no ((Person <: enrolled) & (Person <: teaches)));4
this/inv5;(some ref0:(one Person)|(all ref1:(one Course),ref2:(one Project)|(((ref0 -> ref2) in (Person <: projects)) => (((ref0 -> ref1) in (Person <: enrolled)) && (ref0 in Student) && ((ref1 -> ref2) in (Course <: projects))))));1;(all ref0:(one Person),ref1:(one Project)|((some ref2:(one Person)|((ref2 -> ref1) in (Person <: projects))) && (((ref0 -> ref1) in (Person <: projects)) => (ref0 in Student))));19
this/inv8;(all ref0:(one Course),ref1:(one Grade),ref2:(one Professor)|(((ref0 -> (ref2 -> ref1)) !in (Course <: grades)) && ((ref2 -> ref0) !in (Person <: enrolled)) && ((ref2 -> ref0) in (Person <: teaches))));1;(no ref0:(one Course),ref1:(one Professor)|(((ref1 -> ref0) in (Person <: enrolled)) && ((ref1 -> ref0) in (Person <: teaches))));18
this/inv7;(all ref0:(one Student)|(lone (ref0 . (Course <: projects))));1;(all ref0:(one Course),ref1:(one Student)|(lone ref2:(one (ref1 . (Person <: projects)))|(ref2 in (ref0 . (Course <: projects)))));7
this/inv6;(all ref0:(one Course),ref1:(one Project),ref2:(one Student)|((ref0 in (ref2 . (Person <: enrolled))) && (ref1 in (ref0 . (Course <: projects))) && (ref1 in (ref2 . (Person <: projects)))));1;(all ref0:(one Course),ref1:(one Project),ref2:(one Student)|(((ref1 in (ref0 . (Course <: projects))) && (ref1 in (ref2 . (Person <: projects)))) => (ref2 in ((Person <: enrolled) . ref0))));17
this/inv11;(some ((Course . (Course <: grades)) . Grade));1;(((Course <: grades) . Grade) in (~ (Person <: enrolled)));6
this/inv5;(all ref0:(one Course),ref1:(one Project)|(some ref2:(one Person)|(((ref2 -> ref1) in (Person <: projects)) => (((ref0 -> ref1) in (Course <: projects)) && ((ref2 -> ref0) in (Person <: enrolled)) && (ref2 in Student)))));1;(all ref0:(one Person),ref1:(one Project)|((some ref2:(one Person)|((ref2 -> ref1) in (Person <: projects))) && (((ref0 -> ref1) in (Person <: projects)) => (ref0 in Student))));19
this/inv5;((all ref0:(one Project)|((ref0 . (~ (Person <: projects))) in Student)) && (some ((Person <: projects) . Project)));1;((all ref0:(one Project)|((ref0 . (~ (Person <: projects))) in Student)) && (all ref1:(one Project)|(some ((Person <: projects) . ref1))));5
this/inv11;(all ref0:(one Student)|(some ((~ (Course . (Course <: grades))) . ref0)));1;((~ ((Course <: grades) . Grade)) in (Person <: enrolled));8
this/inv5;((all ref0:(one Project)|(some ((Person <: enrolled) . ref0))) && (no (((Person <: projects) . Project) & (Person - Student))));1;((all ref0:(one Project)|(some ((Person <: projects) . ref0))) && (no (((Person <: projects) . Project) & (Person - Student))));4
this/inv10;(no ((Person <: enrolled) & (Course . (Course <: grades))));1;(no ((Person - Student) . (Course . (Course <: grades))));6
this/inv12;(all ref0:(one Course)|(((ref0 . (Course <: grades)) . Grade) in (Student . iden)));1;(all ref0:(one Course)|((ref0 . (Course <: grades)) in (Person lone->lone Grade)));8
